UniqueID	Topic	Difficulty	Source2020S	Source2020W	Source2021S	DateCompleted	QuestionType(s)	Instructions_latex	Data1_latex	Data2_latex	Image1	Image1Caption	Image2	Image2Caption	ImageArrangement	Notes	Omit?	Instructor_comments
QU1601510788085	Phonological Relationships and Analysis	medium	Quiz 4, Question 5	Quiz 5, Question 5	Quiz 4, Question 5	2021-06-01		What phonological relationship(s) does this example show among the sounds [m], [n], and [ŋ], and why?			quiz4question5_c.png							contrast for [m] and [ŋ], but [n] doesn't occur
QU1601510653705	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<shoe>									
QU1601510654870	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<lotion>									
QU1601510605037	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<facial>									
QU1601510660344	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<sure>									
QU1601510659269	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<passion>									
QU1601510605441	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<mishandle>									
QU1601510661852	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<super>									
QU1601510665175	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<maniacal>									
QU1601510605974	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<bassoon>									
QU1601510663579	Transcription	easy	n/a	Quiz 1, Question 10	Quiz 1, Question 10	2021-06-01		Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.	<meticulous>									
QU1601510690702	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<how>									
QU1601510692297	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<tiny>									
QU1601510607282	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<goat>									
QU1601510693769	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<those>									
QU1601510607392	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<flowers>									
QU1601510694978	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<girls>									
QU1601510696479	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<find>									
QU1601510608022	Transcription	easy	Day 2 Handout, Part I, Question 2	Week 2 Handout, Part II, Question 2	Day 2 Handout, Part I, Question 2	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<they>									
QU1601510697512	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<soap>									
QU1601510698394	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<curtain>									
QU1601510608257	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<better>									
QU1601510699412	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<worse>									
QU1601510700290	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<burger>									
QU1601510701021	Transcription	easy	Day 2 Handout, Part I, Question 3	Week 2 Handout, Part II, Question 3	Day 2 Handout, Part I, Question 3	2021-06-01		Explain why people might legitimately disagree about how many sounds this particular word contains.	<rice>									
QU1601510702516	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.	<hit>							too easy	omit	[hɪt]
QU1601510703370	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.	<nice>									[nɑɪs]
QU1601510704134	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.	<frog>									[fɹɑɡ]
QU1601510704912	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.	<cough>									[kɑf]
QU1601510705625	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.	<juice>									[dʒus]
QU1601510706539	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the last consonant sound in this word.	<wealth>									[wɛlθ]
QU1601510707393	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the last consonant sound in this word.	<beach>							transcription too similar to 'bitch'	omit	[bitʃ]
QU1601510708061	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.	<toy>									[tɔɪ]
QU1601510708770	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol(s) you used for the second syllable sound in this word.	<finger>									[fɪŋɡɹ̩]
QU1601510709708	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol(s) you used for the second syllable sound in this word.	<little>									[lɪɾl̩]
QU1601510710371	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the first vowel sound in this word.	<vacuum>									[vækjum]
QU1601510711346	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the middle sound(s) in this word.	<bird>									[bɹ̩d]
QU1601510712060	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the final consonant sound in this word.	<segment>									[sɛɡmɛnt]
QU1601510712767	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.	<square>									[skweɪɹ]
QU1601510713608	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.	<puny>									[pjuni]
QU1601510714320	Transcription	medium	Day 2 Handout, Part I, Question 11	Week 2 Handout, Part II, Question 11	Day 2 Handout, Part I, Question 11	2021-06-01		How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.	<goat>							in sample summer 2021	omit	[ɡoʊt]
QU1601510714988	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<mouse>: [mɔɪs]									no, [ɑʊ]
QU1601510715757	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<loud>: [lɑud]									okay, but [ɑʊ]
QU1601510716364	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<philosophy>: [fəlɑsəfi]									yes
QU1601510717409	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<choose>: [t͡ʃuz]									yes
QU1601510717843	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<wimp>: [wimp]									no, [ɪ]
QU1601510718703	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<paid>: [peid]									okay, but [eɪ]
QU1601510719241	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<climb>: [klɑɪm]									yes
QU1601510719944	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<shows>: [ʃoʊs]									no, [z]
QU1601510720504	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<mine>: [mɑɪn]									yes
QU1601510721331	Transcription	hard	Day 2 Handout	Week 2 Handout, Part II	Day 2 Handout	2021-06-01		Is this a reasonable transcription of this word? Explain why.	<health>: [hɛlð]									no, [θ]
QU1601511413134	Syllables	easy	Day 11 Discussion	Week 11 Discussion	Day 11 Discussion	2021-06-25	general	Explain why the sonority sequencing principle would block the syllabification of [n] and [t] of [n.ta] into one syllable in Ponapean.										[n] is higher sonority than [t], and the SSP requires that segments increase in sonority as you get closer to the nucleus and decrease in sonority as you move away; [nte] would involve a dip and then a rise in sonority
QU1601511413457	Syllables	hard	Quiz 9, Question 12	Quiz 9, Question 12	Quiz 9, Question 12	2021-06-25	general	Explain the key similarities and differences between the templatic and the rule-based approaches to syllabification.										In both, you have rules and the assumption that these rules will get you predictable syllable structure. In the rule-based approach, you ONLY have rules, so you don't know ahead of time what possible syllable types you might get; you also need to know which rules apply in a language and what the order of the rules is -- but in the templatic approach, you have a template that tells you ahead of time what the possible syllable types are, and you use the template in conjunction with rules. In the templatic approach, you also need to know the direction of syllabification (L to R or R to L), not the order of the rules. [Note: should not mention anything about the units used in either approach)
QU1601511413893	Syllables	medium	Day 11 Handout, Question 1	Week 11 Handout, Question 1	Day 11 Handout, Question 1	2021-06-25		Explain how these examples help support the overall syllable structure of a syllable consisting of an onset and rime, and the rime consisting of a nucleus and coda.			english_poetry.png							alliteration gives evidence for onsets, assonance for nuclei (including an entire diphthong); slant rhymes for codas; full rhymes for nucleus plus coda together -- but we don't have anything for "beginning of word through to and including the nculeus"
QU1601511414380	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	CV		ponapean_syllabletemplate.png						omit	allowed
QU1601511417702	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	C		ponapean_syllabletemplate.png							not allowed
QU1601511418187	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	CCV		ponapean_syllabletemplate.png							not allowed
QU1601511418574	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	CVV		ponapean_syllabletemplate.png							allowed
QU1601511419056	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	CVVC		ponapean_syllabletemplate.png							not allowed
QU1601511419485	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	CVC		ponapean_syllabletemplate.png							allowed
QU1601511420215	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	VC		ponapean_syllabletemplate.png							allowed
QU1601511420684	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	VV		ponapean_syllabletemplate.png							allowed
QU1601511421165	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	V		ponapean_syllabletemplate.png							allowed
QU1601511421717	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	VCC		ponapean_syllabletemplate.png							not allowed
QU1601511421830	Syllables	easy	Day 11 Handout, Question 5	Week 11 Handout, Question 5	Day 11 Handout, Question 5	2021-06-25		Explain why this template either does or does not allow syllables of this type to occur.	VVC		ponapean_syllabletemplate.png							not allowed
QU1601511422663	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_kaprose_no.png		peng_rules.png		vertical			no -- the [p] should be in the onset because the onset rule precedes the coda rule
QU1601511423178	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_tumigo_no.png		peng_rules.png		vertical			no -- the [g] should be in the onset because it's a simple onset (step b)
QU1601511426766	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_fletoldu_no.png		peng_rules.png		vertical			no -- the [l] should be in the onset because the onset rule precedes the coda rule; yes, this violates sonority sequencing but no reference is made to that below
QU1601511423823	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_kaprosse_yes.png		peng_rules.png		vertical			yes; the long [s] is part of the onset here because the onset rule applies before the coda rule
QU1601511424004	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_uvkeman_yes.png		peng_rules.png		vertical			yes; the onset rule precedes the coda rule, which puts [v] into the onset (even though that violates sonority), but then we do get the [n] in coda position because it can't go into an onset, and the coda rule does apply
QU1601511424497	Syllables	medium	Day 11 Handout, Question 6	Week 11 Handout, Question 6	Day 11 Handout, Question 6	2021-06-25		Explain why this structure either is or is not a correct application of the rule-based approach to syllabification, assuming that both the onset rule and the coda rule apply in this language, and the onset rule comes before the coda rule.			pengrules_tuumigo_yes.png		peng_rules.png		vertical	this was omitted during 2020S due to being a poll question; is this the case for 2020W1 as well? [on sample final at any rate]	omit	yes; the long vowel is projected to a single Rime slot
QU1601511424925	Syllables	medium	Day 11 Handout, Question 8	Week 11 Handout, Question 8	Day 11 Handout, Question 8	2021-06-25		Explain how you could modify the rule-based approach to take into account the sonority sequencing principle.			peng_rules.png							basically, you need to say something like: Modified onset rule: adjoin a consonant to the left of an onset to that onset, if the consonant has a LOWER sonority than the onset
QU1601511425416	Syllables	easy	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_tumigo_yes.png		peng_template_withdiagram.png		vertical			yes; this is just all CV syllables
QU1601511428313	Syllables	medium	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_kaprose_yes.png		peng_template_withdiagram.png		vertical			yes; all syllables allowed by template, and this is what you get going L to R
QU1601511428766	Syllables	medium	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_fletoldu_no.png		peng_template_withdiagram.png		vertical			no -- the initial consonant shouldn't be marked extrasyllabic accoridng to the notes provided
QU1601511429450	Syllables	medium	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_tuumigo_no.png		peng_template_withdiagram.png		vertical			no -- both moras of the long vowel should be associated with the first syllable, because the template allows long Vs
QU1601511430006	Syllables	medium	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_kaprosse_yes.png		peng_template_withdiagram.png		vertical			yes; all syllables allowed by template, and this is what you get going L to R
QU1601511430535	Syllables	medium	Day 11 Handout, Question 10	Week 11 Handout, Question 10	Day 11 Handout, Question 10	2021-06-25		Explain why this structure either is or is not a correct application of the templatic-based approach to syllabification, using the provided template and assuming that syllabification proceeds from left to right.			pengtemplate_uvkeman_no.png		peng_template_withdiagram.png		vertical			no -- although all the syllables are allowed by the template, the final consonant should have been marked as extra-syllabic and not put into the coda
QU1601511432298	Syllables	easy	Day 11 Handout, Question 12	Week 11 Handout, Question 12	Day 11 Handout, Question 12	2021-06-25		Explain how understanding syllable structure helps understand the motivation for the process(es) seen in this data.			yawelmani.png							although syllabification must happen after insertion, the insertion is motivated by making things syllabifiable -- we insert a vowel into a sequence of CCC in order to prevent any complex onsets / codas or syllabic consonants from having to be used
QU1601511432684	Syllables	easy	Day 11 Handout, Question 13	Week 11 Handout, Question 13	Day 11 Handout, Question 13	2021-06-25		Explain how understanding syllable structure helps understand the motivation for the process(es) seen in this data.			atticgreek.png							although syllabification must happen after deletion, the deletion is motivated by making things syllabifiable -- we delete a consonant from a sequence of CCC in order to prevent any complex onsets / codas or syllabic consonants from having to be used
QU1601511433541	Syllables	hard	Day 11 Handout, Question 14	Week 11 Handout, Question 14	Day 11 Handout, Question 14	2021-06-25		How does syllabification play a role in the analysis of the phonological relationship between tense and lax high vowels in Quebec French?			quebecfrench.png							here, syllabification must precede the rest of the analysis; the tense vowels ([i] and [u]) occur in open syllables, while the lax vowels occur in closed syllables -- so e.g. we might have a rule of vowel laxing that says [+high, +syll] --> [-tense] / \_\_ C., with a period to specifically mark the syllable boundary in the context of the rule
QU1601511434417	Syllables	hard	Day 11 Handout, Question 15	Week 11 Handout, Question 15	Day 11 Handout, Question 15	2021-06-25	signlanguage	Do these two signs have the same syllable structure or different, and why?			asl_highschool.png	HIGH SCHOOL	asl_hard.png	HARD	vertical	can't be done on written exam	omit	different in sonority: HIGH SCHOOL - monosyllabic, low-sonority / HARD - monosyllabic, high-sonority
QU1601511495688	Syllables	hard	Day 11 Handout, Question 15	Week 11 Handout, Question 15	Day 11 Handout, Question 15	2021-06-25	signlanguage	Do these two signs have the same syllable structure or different, and why?			asl_milk.png	MILK	asl_understand.png	UNDERSTAND	vertical	can't be done on written exam	omit	different in number of syllables: MILK - disyllabic, low-sonority / UNDERSTAND - monosyllabic, low-sonority
QU1601511496722	Syllables	hard	Day 11 Handout, Question 15	Week 11 Handout, Question 15	Day 11 Handout, Question 15	2021-06-25	signlanguage	Do these two signs have the same syllable structure or different, and why?			asl_coffee.png	COFFEE	asl_frog.png	FROG	vertical	can't be done on written exam	omit	different in sonority: COFFEE - disyllabic, high-sonority / FROG - disyllabic, low-sonority
QU1601511497461	Syllables	hard	Day 11 Handout, Question 15	Week 11 Handout, Question 15	Day 11 Handout, Question 15	2021-06-25	signlanguage	Do these two signs have the same syllable structure or different, and why?			asl_university.png	UNIVERSITY	asl_pencil.png	PENCIL	vertical	can't be done on written exam	omit	different in number of syllables: UNIVERSITY - monosyllabic, high-sonority / PENCIL - disyllabic, high-sonority
QU1601511498364	Syllables	hard	Day 11 Handout, Question 16	Week 11 Handout, Question 16	Day 11 Handout, Question 16	2021-06-25		How does syllabification play a role in the analysis of Tibetan numerals?			tibetan.png							morphemes that seem to have initial CC clusters (which are visible word-medially, where the CC sequence can be broken up across a syllable boundary) are simplified by deleting the initial consonant when the morpheme occurs word-initially, to avoid complex onsets (perhaps especially because these complex onsets would violate the sonority sequencing principle, which is what makes it hard for students to even imagine that the morphemes have these CC sequences initially!)
QU1601511507433	Syllables	medium	Homework 5, Question 2	Homework 5, Question 1	Homework 5, Question 2	2021-06-25		Explain what the syllable template for Fula should look like and why.			fula.png					hard for them to actually draw a template on the exam (not all have web cameras)	omit	the only syllable types we see in the dataset are CV and CVC, so onsets are required and codas are optional; whether the coda should be moraic or not is not determinable from this dataset
QU1601511508116	Syllables	hard	Homework 5, Question 2	Homework 5, Question 1	Homework 5, Question 2	2021-06-25		Explain why the insertion analysis is better than the deletion analysis for this dataset.			fula.png							If you have /VC/ as the underlying form of these suffixes, there’s no reason to delete the vowel, because you'd have perfect CV syllables throughout the word. But if you have /C/ as the underlying form, it’s clear that we occasionally need an extra vowel in order to allow syllabification to happen; otherwise, we’d end up with non-syllabifiable CCC sequences. That is, there’s a phonological motivation for the insertion rule, but no motivation for the deletion rule.
QU1606618917183	Syllables	easy	n/a	Week 11 Handout, Question 2	n/a	2021-06-25		Explain where you would put the syllable boundaries in to the word below and why, using the general, cross-linguistic principles of syllabification.	[ɑʊtɹi]									[ɑʊt.ɹi] (...VC.CV...); treat diphthong as a single V
QU1606619381051	Syllables	easy	n/a	Week 11 Handout, Question 2	n/a	2021-06-25		Explain where you would put the syllable boundaries in to the word below and why, using the general, cross-linguistic principles of syllabification.	[ɡuflæ]									[ɡuf.læ] (...VC.CV...)
QU1606619382191	Syllables	easy	n/a	Week 11 Handout, Question 2	n/a	2021-06-25		Explain where you would put the syllable boundaries in to the word below and why, using the general, cross-linguistic principles of syllabification.	[ʃinʊp]									[ʃi.nʊp]; (...V.CV...)
QU1606619495667	Syllables	medium	n/a	Week 11 Handout, Questions 3 \& 4	n/a	2021-06-25		Explain how you could figure out what the onset and coda requirements would be for English.			English_onset_coda.png							
QU1601511499099	Tone	easy	Quiz 10, Question 1	Quiz 10, Question 1	Quiz 10, Question 1	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_house_a.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures)
QU1601511499868	Tone	easy	Quiz 10, Question 1	Quiz 10, Question 1	Quiz 10, Question 1	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_house_b.png							There's no reason to violate the OCP in the UR of a single morpheme, but this one has two adjacent H tones
QU1601511500586	Tone	easy	Quiz 10, Question 1	Quiz 10, Question 1	Quiz 10, Question 1	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_house_d.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures)
QU1601511501323	Tone	easy	Quiz 10, Question 1	Quiz 10, Question 1	Quiz 10, Question 1	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_house_e.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures), AND there's no reason to violate the OCP in the UR of a single morpheme, but this one has two adjacent H tones
QU1601511501903	Tone	easy	Quiz 10, Question 3	Quiz 10, Question 3	Quiz 10, Question 3	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_junction_a.png							URs don't have pre-linked tones; the association lines are generated by rules (tone-mapping procedures)
QU1601511502425	Tone	easy	Quiz 10, Question 3	Quiz 10, Question 3	Quiz 10, Question 3	2021-06-25		Section 4.2 of chapter 13 in the Peng textbook presented an autosegmental analysis of Mende tone distribution. Explain why the form shown below should NOT be the UR for any morpheme in Mende.			mende_junction_b.png							There's no reason to violate the OCP in the UR of a single morpheme, but this one has two adjacent L tones
