Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
23000	Skewed Distributions	medium	Quiz 3, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
23000	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
23000	Articulatory Phonetics	easy	Day 2 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<follow>~\\ 				
23071	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.\\~\\<frog>~\\ 				
23071	Articulatory Phonetics	easy	Day 2 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<follow>~\\ 				
23071	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
23071	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
23071	Skewed Distributions	medium	Quiz 3, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
23100	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the middle sound(s) in this word.\\~\\<bird>~\\ 				
23100	Articulatory Phonetics	easy	Day 2 Discussion	Describe what the tongue would do / where it would move during each of the vowels in this word.\\~\\<puny>~\\ 				
23100	Skewed Distributions	medium	Quiz 3, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
23100	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
23100	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
23286	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.\\~\\<cough>~\\ 				
23286	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants? Explain your answer.\\~\\<sonorant>~\\ 				
23286	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
23286	Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1	Explain what the rule below does and suggest a name for it, explaining why that would be a good name.\\~\\{[vowel]} → {[nasal]} / {[nasal]} \_\_~\\ 				
23286	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_stay.png} \caption{STAY} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_awkward.png} \caption{AWKWARD} \end{figure}~\\	asl_stay.png	STAY	asl_awkward.png	AWKWARD
24476	Transcription	hard	Day 2 Handout	Is this a reasonable transcription of this word? Explain why.\\~\\<wimp>: {[wimp]}~\\ 				
24476	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants? Explain your answer.\\~\\<obstruent>~\\ 				
24476	Skewed Distributions	medium	Day 4 Handout, Question 3	What evidence is there that there is a pattern in these data, assuming that these are the only CV and VC sequences that occur in some language?\\~\\{[sa]}, {[ʃi]}, {[za]}, {[ʒi]}, {[as]}, {[iʃ]}, {[az]}, {[iʒ]}~\\ 				
24476	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_now.png} \caption{NOW} \end{figure}~\\	asl_apple.png	APPLE	asl_now.png	NOW
24476	Skewed Distributions	easy	Day 4 Handout, Question 2	Explain why there should only be 8 sequences listed in the answer, even though multiplying 4 x 4 would give you 16 possible sequences.\\~\\\begin{figure}[H] \includegraphics{../images/skew2.png} \end{figure}~\\	skew2.png			
27121	Transcription	hard	Day 2 Handout	Is this a reasonable transcription of this word? Explain why.\\~\\<mouse>: {[mɔɪs]}~\\ 				
27121	Articulatory Phonetics	easy	Day 2 Handout, Part II, Question 7	Is the symbol given a reasonable way to transcribe any of the sounds described below? If so, which one? If not, why not? Explain your answer.\\~\\{[ʃ]}~\\\begin{itemize} \item voiceless palatal affricate \item voiced velar nasal \item voiceless glottal fricative \item voiced labiodental fricative \item voiced interdental fricative \item voiced palatal fricative \end{itemize}~\\ 				
27121	Skewed Distributions	medium	Quiz 3, Question 3	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tetra-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tetra-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i...u...u]} \item {[a...a...i...i]} \item {[u...u...u...u]} \item {[i...i...i...a]} \end{itemize}~\\ 				
27121	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9	What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/malayalam.png} \end{figure}~\\	malayalam.png			
27121	Articulatory Phonetics	medium	Homework 1, Question 3(b)	Explain why this is or is not a complete phonetic natural class in standard North American English.\\~\\{[j]}, {[w]}~\\ 				
27762	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol(s) you used for the second syllable sound in this word.\\~\\<little>~\\ 				
27762	Articulatory Phonetics	hard	Day 2 Handout, Part II, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[æ]}, {[ɑ]}~\\Addition: {[ɑɪ]}~\\ 				
27762	Skewed Distributions	easy	Day 4 Handout, Question 2	Explain why there should only be 8 sequences listed in the answer, even though multiplying 4 x 4 would give you 16 possible sequences.\\~\\\begin{figure}[H] \includegraphics{../images/skew2.png} \end{figure}~\\	skew2.png			
27762	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_stay.png} \caption{STAY} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_awkward.png} \caption{AWKWARD} \end{figure}~\\	asl_stay.png	STAY	asl_awkward.png	AWKWARD
27762	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.\\~\\<toy>~\\ 				
28926	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.\\~\\<square>~\\ 				
28926	Articulatory Phonetics	easy	Day 1 Handout, Part II, Question 12	Explain in what sense the difference between the sounds in the words <but> and <cut> is SIMILAR to and also DIFFERENT from the difference between the sounds in the words <bit> and <kit>.\\~\\ 				
28926	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [t] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
28926	Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?\\~\\\begin{figure}[H] \includegraphics{../images/asl_apple.png} \caption{APPLE} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_candy.png} \caption{CANDY} \end{figure}~\\	asl_apple.png	APPLE	asl_candy.png	CANDY
28926	Skewed Distributions	medium	Quiz 3, Question 3	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tetra-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tetra-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[i...i...u...u]} \item {[a...a...i...i]} \item {[u...u...u...u]} \item {[i...i...i...a]} \end{itemize}~\\ 				
29164	Transcription	easy	Quiz 1, Question 10	Explain whether this word either does or does not have an [ʃ] sound in it, and why the spelling and pronunciation either do or do not align.\\~\\<maniacal>~\\ 				
29164	Articulatory Phonetics	medium	Day 2 Handout, Part II, Question 13	Explain why this image does or does not match the description.\\~\\\begin{itemize} \item A one-handed sign. \item Location: At the signer’s nose. \item Handshape: Starts with index and middle finger crossed; the two fingers separate during the sign. \item Movement: No movement other than the change in handshape. \end{itemize}~\\\begin{figure}[H] \includegraphics{../images/taiwansign_thing.png} \caption{THING} \end{figure}~\\	taiwansign_thing.png	THING		
29164	Skewed Distributions	hard	Day 4 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
29164	Phonological Relationships and Analysis	medium	Day 6 Handout, Question 5	Explain how you would determine the phonological relationship between these two sounds (given below) in this dataset.\\~\\{[pʰ]} and {[f]}~\\\begin{figure}[H] \includegraphics{../images/english_labials.png} \end{figure}~\\	english_labials.png			
29164	Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 12	What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?\\~\\\begin{figure}[H] \includegraphics{../images/english12.png} \end{figure}~\\	english12.png			
30263	Transcription	hard	Day 2 Handout	Is this a reasonable transcription of this word? Explain why.\\~\\<loud>: {[lɑud]}~\\ 				
30263	Articulatory Phonetics	medium	Day 2 Handout, Part II, Question 9	Explain how to figure out what the sound being produced is in this diagram.\\~\\\begin{figure}[H] \includegraphics{../images/sagittal_eth.png} \end{figure}~\\	sagittal_eth.png			
